target	date	time	rank	keyword	urls
01-1	2020-03-08	17:58:02	01	이광수	https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EA%B4%91%EC%88%98	
01-1	2020-03-08	17:58:02	02	홍기준	https://search.naver.com/search.naver?where=nexearch&query=%ED%99%8D%EA%B8%B0%EC%A4%80	
01-1	2020-03-08	17:58:02	03	박재범	https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%95%EC%9E%AC%EB%B2%94	
01-1	2020-03-08	17:58:02	04	런닝맨 이광수	https://search.naver.com/search.naver?where=nexearch&query=%EB%9F%B0%EB%8B%9D%EB%A7%A8%20%EC%9D%B4%EA%B4%91%EC%88%98	
01-1	2020-03-08	17:58:02	05	이광수 교통사고	https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EA%B4%91%EC%88%98%20%EA%B5%90%ED%86%B5%EC%82%AC%EA%B3%A0	
01-1	2020-03-08	17:58:02	06	강태오	https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%95%ED%83%9C%EC%98%A4	
01-1	2020-03-08	17:58:02	07	전종서	https://search.naver.com/search.naver?where=nexearch&query=%EC%A0%84%EC%A2%85%EC%84%9C	
01-1	2020-03-08	17:58:02	08	인셉션	https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B8%EC%85%89%EC%85%98	
01-1	2020-03-08	17:58:02	09	정찬성	https://search.naver.com/search.naver?where=nexearch&query=%EC%A0%95%EC%B0%AC%EC%84%B1	
01-1	2020-03-08	17:58:02	10	365	https://search.naver.com/search.naver?where=nexearch&query=365	
01-1	2020-03-08	17:58:02	11	유라	https://search.naver.com/search.naver?where=nexearch&query=%EC%9C%A0%EB%9D%BC	
01-1	2020-03-08	17:58:02	12	광수	https://search.naver.com/search.naver?where=nexearch&query=%EA%B4%91%EC%88%98	
01-1	2020-03-08	17:58:02	13	김나희	https://search.naver.com/search.naver?where=nexearch&query=%EA%B9%80%EB%82%98%ED%9D%AC	
01-1	2020-03-08	17:58:02	14	담지효	https://search.naver.com/search.naver?where=nexearch&query=%EB%8B%B4%EC%A7%80%ED%9A%A8	
01-1	2020-03-08	17:58:02	15	마스크 대리구매	https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%8A%A4%ED%81%AC%20%EB%8C%80%EB%A6%AC%EA%B5%AC%EB%A7%A4	
01-1	2020-03-08	17:58:02	16	박재범 오르테가	https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%95%EC%9E%AC%EB%B2%94%20%EC%98%A4%EB%A5%B4%ED%85%8C%EA%B0%80	
01-1	2020-03-08	17:58:02	17	김성령	https://search.naver.com/search.naver?where=nexearch&query=%EA%B9%80%EC%84%B1%EB%A0%B9	
01-1	2020-03-08	17:58:02	18	박신혜	https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%95%EC%8B%A0%ED%98%9C	
01-1	2020-03-08	17:58:02	19	세계 여성의 날	https://search.naver.com/search.naver?where=nexearch&query=%EC%84%B8%EA%B3%84%20%EC%97%AC%EC%84%B1%EC%9D%98%20%EB%82%A0	
01-1	2020-03-08	17:58:02	20	김경수	https://search.naver.com/search.naver?where=nexearch&query=%EA%B9%80%EA%B2%BD%EC%88%98	
01-2	2020-03-08	17:58:02	01	마스크 대리구매	https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%8A%A4%ED%81%AC%20%EB%8C%80%EB%A6%AC%EA%B5%AC%EB%A7%A4	
01-2	2020-03-08	17:58:02	02	배우 홍기준 음주운전	https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%B0%EC%9A%B0%20%ED%99%8D%EA%B8%B0%EC%A4%80%20%EC%9D%8C%EC%A3%BC%EC%9A%B4%EC%A0%84	
01-2	2020-03-08	17:58:02	03	코로나19 여파	https://search.naver.com/search.naver?where=nexearch&query=%EC%BD%94%EB%A1%9C%EB%82%9819%20%EC%97%AC%ED%8C%8C	
01-2	2020-03-08	17:58:02	04	확진자 발생	https://search.naver.com/search.naver?where=nexearch&query=%ED%99%95%EC%A7%84%EC%9E%90%20%EB%B0%9C%EC%83%9D	
01-2	2020-03-08	17:58:02	05	코로나19 확진	https://search.naver.com/search.naver?where=nexearch&query=%EC%BD%94%EB%A1%9C%EB%82%9819%20%ED%99%95%EC%A7%84	
01-2	2020-03-08	17:58:02	06	신천지 교인	https://search.naver.com/search.naver?where=nexearch&query=%EC%8B%A0%EC%B2%9C%EC%A7%80%20%EA%B5%90%EC%9D%B8	
01-2	2020-03-08	17:58:02	07	세계 여성의 날	https://search.naver.com/search.naver?where=nexearch&query=%EC%84%B8%EA%B3%84%20%EC%97%AC%EC%84%B1%EC%9D%98%20%EB%82%A0	
01-2	2020-03-08	17:58:02	08	27명 자가격리	https://search.naver.com/search.naver?where=nexearch&query=27%EB%AA%85%20%EC%9E%90%EA%B0%80%EA%B2%A9%EB%A6%AC	
01-2	2020-03-08	17:58:02	09	대구 한마음아파트	https://search.naver.com/search.naver?where=nexearch&query=%EB%8C%80%EA%B5%AC%20%ED%95%9C%EB%A7%88%EC%9D%8C%EC%95%84%ED%8C%8C%ED%8A%B8	
01-2	2020-03-08	17:58:02	10	10세 이하 어린이	https://search.naver.com/search.naver?where=nexearch&query=10%EC%84%B8%20%EC%9D%B4%ED%95%98%20%EC%96%B4%EB%A6%B0%EC%9D%B4	
01-3	2020-03-08	17:58:02	01	음주운전 적발	https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%8C%EC%A3%BC%EC%9A%B4%EC%A0%84%20%EC%A0%81%EB%B0%9C	
