target	date	time	rank	keyword	urls
02	2020-01-28	00:36:32	1	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-28	00:36:32	2	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-28	00:36:32	3	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-28	00:36:32	4	신종 코로나 바이러스	https://search.daum.net/search?w=tot&q=신종 코로나 바이러스
02	2020-01-28	00:36:32	5	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-28	00:36:32	6	정한울	https://search.daum.net/search?w=tot&q=정한울
02	2020-01-28	00:36:32	7	박나래	https://search.daum.net/search?w=tot&q=박나래
02	2020-01-28	00:36:32	8	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	00:36:32	9	박현빈	https://search.daum.net/search?w=tot&q=박현빈
02	2020-01-28	00:36:32	10	윤보미	https://search.daum.net/search?w=tot&q=윤보미
02	2020-01-28	00:43:26	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	00:43:26	2	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-28	00:43:26	3	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-28	00:43:26	4	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-28	00:43:26	5	박현빈	https://search.daum.net/search?w=tot&q=박현빈
02	2020-01-28	00:43:26	6	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-28	00:43:26	7	아이 콘택트	https://search.daum.net/search?w=tot&q=아이 콘택트
02	2020-01-28	00:43:26	8	연기학원 원장	https://search.daum.net/search?w=tot&q=연기학원 원장
02	2020-01-28	00:43:26	9	박시은	https://search.daum.net/search?w=tot&q=박시은
02	2020-01-28	00:43:26	10	이윤지	https://search.daum.net/search?w=tot&q=이윤지
02	2020-01-28	02:30:20	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	02:30:20	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-28	02:30:20	3	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-28	02:30:20	4	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-28	02:30:20	5	김보미	https://search.daum.net/search?w=tot&q=김보미
02	2020-01-28	02:30:20	6	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	02:30:20	7	부산	https://search.daum.net/search?w=tot&q=부산
02	2020-01-28	02:30:20	8	김병호	https://search.daum.net/search?w=tot&q=김병호
02	2020-01-28	02:30:20	9	아이 콘택트	https://search.daum.net/search?w=tot&q=아이 콘택트
02	2020-01-28	02:30:20	10	연기학원 원장	https://search.daum.net/search?w=tot&q=연기학원 원장
02	2020-01-28	02:59:18	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	02:59:18	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-28	02:59:18	3	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-28	02:59:18	4	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-28	02:59:18	5	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	02:59:18	6	윤보미	https://search.daum.net/search?w=tot&q=윤보미
02	2020-01-28	02:59:18	7	부산	https://search.daum.net/search?w=tot&q=부산
02	2020-01-28	02:59:18	8	신종 코로나 바이러스	https://search.daum.net/search?w=tot&q=신종 코로나 바이러스
02	2020-01-28	02:59:18	9	안다르	https://search.daum.net/search?w=tot&q=안다르
02	2020-01-28	02:59:18	10	김병호	https://search.daum.net/search?w=tot&q=김병호
02	2020-01-28	10:08:32	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	10:08:32	2	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	10:08:32	3	이상우	https://search.daum.net/search?w=tot&q=이상우
02	2020-01-28	10:08:32	4	신종 코로나 바이러스	https://search.daum.net/search?w=tot&q=신종 코로나 바이러스
02	2020-01-28	10:08:32	5	박성민 변호사	https://search.daum.net/search?w=tot&q=박성민 변호사
02	2020-01-28	10:08:32	6	가스라이팅	https://search.daum.net/search?w=tot&q=가스라이팅
02	2020-01-28	10:08:32	7	한지혜	https://search.daum.net/search?w=tot&q=한지혜
02	2020-01-28	10:08:32	8	메르스	https://search.daum.net/search?w=tot&q=메르스
02	2020-01-28	10:08:32	9	음성	https://search.daum.net/search?w=tot&q=음성
02	2020-01-28	10:08:32	10	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-28	11:08:24	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	11:08:24	2	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	11:08:24	3	중국 우한	https://search.daum.net/search?w=tot&q=중국 우한
02	2020-01-28	11:08:24	4	조동인	https://search.daum.net/search?w=tot&q=조동인
02	2020-01-28	11:08:24	5	가스라이팅	https://search.daum.net/search?w=tot&q=가스라이팅
02	2020-01-28	11:08:24	6	김찬우	https://search.daum.net/search?w=tot&q=김찬우
02	2020-01-28	11:08:24	7	음성	https://search.daum.net/search?w=tot&q=음성
02	2020-01-28	11:08:24	8	메르스	https://search.daum.net/search?w=tot&q=메르스
02	2020-01-28	11:08:24	9	한지혜	https://search.daum.net/search?w=tot&q=한지혜
02	2020-01-28	11:08:24	10	후베이성	https://search.daum.net/search?w=tot&q=후베이성
02	2020-01-28	12:08:24	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	12:08:24	2	가스라이팅	https://search.daum.net/search?w=tot&q=가스라이팅
02	2020-01-28	12:08:24	3	김찬우	https://search.daum.net/search?w=tot&q=김찬우
02	2020-01-28	12:08:24	4	중국 우한	https://search.daum.net/search?w=tot&q=중국 우한
02	2020-01-28	12:08:24	5	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	12:08:24	6	이완구	https://search.daum.net/search?w=tot&q=이완구
02	2020-01-28	12:08:24	7	조동인	https://search.daum.net/search?w=tot&q=조동인
02	2020-01-28	12:08:24	8	평택	https://search.daum.net/search?w=tot&q=평택
02	2020-01-28	12:08:24	9	메르스	https://search.daum.net/search?w=tot&q=메르스
02	2020-01-28	12:08:24	10	신종 코로나 바이러스	https://search.daum.net/search?w=tot&q=신종 코로나 바이러스
02	2020-01-28	13:08:24	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-28	13:08:24	2	김찬우	https://search.daum.net/search?w=tot&q=김찬우
02	2020-01-28	13:08:24	3	중국 우한	https://search.daum.net/search?w=tot&q=중국 우한
02	2020-01-28	13:08:24	4	가스라이팅	https://search.daum.net/search?w=tot&q=가스라이팅
02	2020-01-28	13:08:24	5	질병관리본부	https://search.daum.net/search?w=tot&q=질병관리본부
02	2020-01-28	13:08:24	6	젝스키스	https://search.daum.net/search?w=tot&q=젝스키스
02	2020-01-28	13:08:24	7	이지훈	https://search.daum.net/search?w=tot&q=이지훈
02	2020-01-28	13:08:24	8	천안	https://search.daum.net/search?w=tot&q=천안
02	2020-01-28	13:08:24	9	이완구	https://search.daum.net/search?w=tot&q=이완구
02	2020-01-28	13:08:24	10	손학규	https://search.daum.net/search?w=tot&q=손학규
