target	date	time	rank	keyword
02	2020-01-27	12:43:25	4	그래미 어워드 2020
02	2020-01-27	12:43:25	5	소나무 의진
02	2020-01-27	12:43:25	6	bts
02	2020-01-27	12:43:25	7	토바펜션
02	2020-01-27	12:43:25	8	제주공항
02	2020-01-27	12:43:25	9	임우재
02	2020-01-27	12:43:25	10	이부진
02	2020-01-27	13:43:25	1	버블 시스터즈
02	2020-01-27	13:43:25	2	코비 브라이언트
02	2020-01-27	13:43:25	3	기방도령
02	2020-01-27	13:43:25	4	덕구
02	2020-01-27	13:43:25	5	빌리 아일리시
02	2020-01-27	13:43:25	6	그래미 어워드 2020
02	2020-01-27	13:43:25	7	복면가왕
02	2020-01-27	13:43:25	8	강현정
02	2020-01-27	13:43:25	9	이부진
02	2020-01-27	13:43:25	10	최병철
02	2020-01-27	14:43:25	1	코비 브라이언트
02	2020-01-27	14:43:25	2	기방도령
02	2020-01-27	14:43:25	3	금잔디
02	2020-01-27	14:43:25	4	이부진
02	2020-01-27	14:43:25	5	임우재
02	2020-01-27	14:43:25	6	끼리끼리
02	2020-01-27	14:43:25	7	빌리 아일리시
02	2020-01-27	14:43:25	8	제주공항
02	2020-01-27	14:43:25	9	덕구
02	2020-01-27	14:43:25	10	개리
02	2020-01-27	15:43:25	1	코비 브라이언트
02	2020-01-27	15:43:25	2	음문석
02	2020-01-27	15:43:25	3	최승돈
02	2020-01-27	15:43:25	4	이성민
02	2020-01-27	15:43:25	5	황치열
02	2020-01-27	15:43:25	6	이부진
02	2020-01-27	15:43:25	7	임우재
02	2020-01-27	15:43:25	8	신종 코로나 바이러스
02	2020-01-27	15:43:25	9	기방도령
02	2020-01-27	15:43:25	10	그래미 어워드 2020
02	2020-01-27	16:43:25	1	코비 브라이언트
02	2020-01-27	16:43:25	2	음문석
02	2020-01-27	16:43:25	3	김구라
02	2020-01-27	16:43:25	4	이부진
02	2020-01-27	16:43:25	5	이하늬
02	2020-01-27	16:43:25	6	유재석
02	2020-01-27	16:43:25	7	임우재
02	2020-01-27	16:43:25	8	신종 코로나 바이러스
02	2020-01-27	16:43:25	9	사장님 귀는 당나귀 귀
02	2020-01-27	16:43:25	10	양치승
02	2020-01-27	17:43:25	1	코비 브라이언트
02	2020-01-27	17:43:25	2	이부진
02	2020-01-27	17:43:25	3	도경완
02	2020-01-27	17:43:25	4	임우재
02	2020-01-27	17:43:25	5	신과함께
02	2020-01-27	17:43:25	6	제주공항
02	2020-01-27	17:43:25	7	루시아
02	2020-01-27	17:43:25	8	박주호
02	2020-01-27	17:43:25	9	김문수
02	2020-01-27	17:43:25	10	이태현
02	2020-01-27	18:43:28	1	코비 브라이언트
02	2020-01-27	18:43:28	2	신과함께
02	2020-01-27	18:43:28	3	도경완
02	2020-01-27	18:43:28	4	이부진
02	2020-01-27	18:43:28	5	박주호
02	2020-01-27	18:43:28	6	임우재
02	2020-01-27	18:43:28	7	김병호
02	2020-01-27	18:43:28	8	장윤정
02	2020-01-27	18:43:28	9	신종 코로나 바이러스
02	2020-01-27	18:43:28	10	제주공항
02	2020-01-27	19:43:28	1	생생정보 아갑찜
02	2020-01-27	19:43:28	2	코비 브라이언트
02	2020-01-27	19:43:28	3	체리블렛
02	2020-01-27	19:43:28	4	박시은
02	2020-01-27	19:43:28	5	윤보미
02	2020-01-27	19:43:28	6	진태현
02	2020-01-27	19:43:28	7	제주공항
02	2020-01-27	19:43:28	8	닉 키리오스
02	2020-01-27	19:43:28	9	sf9
02	2020-01-27	19:43:28	10	로운
02	2020-01-27	20:43:59	1	걸캅스
02	2020-01-27	20:43:59	2	백현숙
02	2020-01-27	20:43:59	3	코비 브라이언트
02	2020-01-27	20:43:59	4	허참
02	2020-01-27	20:43:59	5	민지
02	2020-01-27	20:43:59	6	김성환
02	2020-01-27	20:43:59	7	김미성
02	2020-01-27	20:43:59	8	신미래
02	2020-01-27	20:43:59	9	박재란
02	2020-01-27	20:43:59	10	조문식
02	2020-01-27	21:43:25	1	걸캅스
02	2020-01-27	21:43:25	2	코비 브라이언트
02	2020-01-27	21:43:25	3	대구 연탄불고기달인
