target	date	time	rank	keyword	urls
01-1	2020-02-23	23:46:30	01	오민석	https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A4%EB%AF%BC%EC%84%9D	
01-1	2020-02-23	23:46:30	02	풍화	https://search.naver.com/search.naver?where=nexearch&query=%ED%92%8D%ED%99%94	
01-1	2020-02-23	23:46:30	03	오민석 나이	https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A4%EB%AF%BC%EC%84%9D%20%EB%82%98%EC%9D%B4	
01-1	2020-02-23	23:46:30	04	코로나 학원 휴원	https://search.naver.com/search.naver?where=nexearch&query=%EC%BD%94%EB%A1%9C%EB%82%98%20%ED%95%99%EC%9B%90%20%ED%9C%B4%EC%9B%90	
01-1	2020-02-23	23:46:30	05	조달환	https://search.naver.com/search.naver?where=nexearch&query=%EC%A1%B0%EB%8B%AC%ED%99%98	
01-1	2020-02-23	23:46:30	06	여홍철	https://search.naver.com/search.naver?where=nexearch&query=%EC%97%AC%ED%99%8D%EC%B2%A0	
01-1	2020-02-23	23:46:30	07	하시시박	https://search.naver.com/search.naver?where=nexearch&query=%ED%95%98%EC%8B%9C%EC%8B%9C%EB%B0%95	
01-1	2020-02-23	23:46:30	08	이탈리아 코로나	https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%ED%83%88%EB%A6%AC%EC%95%84%20%EC%BD%94%EB%A1%9C%EB%82%98	
01-1	2020-02-23	23:46:30	09	명성교회	https://search.naver.com/search.naver?where=nexearch&query=%EB%AA%85%EC%84%B1%EA%B5%90%ED%9A%8C	
01-1	2020-02-23	23:46:30	10	사바하	https://search.naver.com/search.naver?where=nexearch&query=%EC%82%AC%EB%B0%94%ED%95%98	
01-1	2020-02-23	23:46:30	11	더 퍼지	https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%20%ED%8D%BC%EC%A7%80	
01-1	2020-02-23	23:46:30	12	봉태규	https://search.naver.com/search.naver?where=nexearch&query=%EB%B4%89%ED%83%9C%EA%B7%9C	
01-1	2020-02-23	23:46:30	13	부산시청	https://search.naver.com/search.naver?where=nexearch&query=%EB%B6%80%EC%82%B0%EC%8B%9C%EC%B2%AD	
01-1	2020-02-23	23:46:30	14	기저질환 뜻	https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%B0%EC%A0%80%EC%A7%88%ED%99%98%20%EB%9C%BB	
01-1	2020-02-23	23:46:30	15	온천교회	https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A8%EC%B2%9C%EA%B5%90%ED%9A%8C	
01-1	2020-02-23	23:46:30	16	오민석 집	https://search.naver.com/search.naver?where=nexearch&query=%EC%98%A4%EB%AF%BC%EC%84%9D%20%EC%A7%91	
01-1	2020-02-23	23:46:30	17	용인 코로나	https://search.naver.com/search.naver?where=nexearch&query=%EC%9A%A9%EC%9D%B8%20%EC%BD%94%EB%A1%9C%EB%82%98	
01-1	2020-02-23	23:46:30	18	캥거루하우스	https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A5%EA%B1%B0%EB%A3%A8%ED%95%98%EC%9A%B0%EC%8A%A4	
