target	date	time	rank	keyword	urls
02-1	2020-02-14	00:00:03	01	이대원	https://search.daum.net/search?w=tot&q=%EC%9D%B4%EB%8C%80%EC%9B%90	
02-1	2020-02-14	00:00:03	02	나태주	https://search.daum.net/search?w=tot&q=%EB%82%98%ED%83%9C%EC%A3%BC	
02-1	2020-02-14	00:00:03	03	영탁	https://search.daum.net/search?w=tot&q=%EC%98%81%ED%83%81	
02-1	2020-02-14	00:00:03	04	김희재	https://search.daum.net/search?w=tot&q=%EA%B9%80%ED%9D%AC%EC%9E%AC	
02-1	2020-02-14	00:00:03	05	탄천휴게소	https://search.daum.net/search?w=tot&q=%ED%83%84%EC%B2%9C%ED%9C%B4%EA%B2%8C%EC%86%8C	
02-1	2020-02-14	00:00:03	06	남보라	https://search.daum.net/search?w=tot&q=%EB%82%A8%EB%B3%B4%EB%9D%BC	
02-1	2020-02-14	00:00:03	07	해피투게더	https://search.daum.net/search?w=tot&q=%ED%95%B4%ED%94%BC%ED%88%AC%EA%B2%8C%EB%8D%94	
02-1	2020-02-14	00:00:03	08	임영웅	https://search.daum.net/search?w=tot&q=%EC%9E%84%EC%98%81%EC%9B%85	
02-1	2020-02-14	00:00:03	09	백종원 달래장	https://search.daum.net/search?w=tot&q=%EB%B0%B1%EC%A2%85%EC%9B%90%20%EB%8B%AC%EB%9E%98%EC%9E%A5	
02-1	2020-02-14	00:00:03	10	개코	https://search.daum.net/search?w=tot&q=%EA%B0%9C%EC%BD%94	
02-2	2020-02-14	00:00:03	01	임미리 교수	https://search.daum.net/search?w=tot&q=%EC%9E%84%EB%AF%B8%EB%A6%AC%20%EA%B5%90%EC%88%98	
02-2	2020-02-14	00:00:03	02	이재용	https://search.daum.net/search?w=tot&q=%EC%9D%B4%EC%9E%AC%EC%9A%A9	
02-2	2020-02-14	00:00:03	03	제주 화재	https://search.daum.net/search?w=tot&q=%EC%A0%9C%EC%A3%BC%20%ED%99%94%EC%9E%AC	
02-2	2020-02-14	00:00:03	04	김태우	https://search.daum.net/search?w=tot&q=%EA%B9%80%ED%83%9C%EC%9A%B0	
02-2	2020-02-14	00:00:03	05	제보자들	https://search.daum.net/search?w=tot&q=%EC%A0%9C%EB%B3%B4%EC%9E%90%EB%93%A4	
02-2	2020-02-14	00:00:03	06	민주당 경선지역 발표	https://search.daum.net/search?w=tot&q=%EB%AF%BC%EC%A3%BC%EB%8B%B9%20%EA%B2%BD%EC%84%A0%EC%A7%80%EC%97%AD%20%EB%B0%9C%ED%91%9C	
02-2	2020-02-14	00:00:03	07	일본지진	https://search.daum.net/search?w=tot&q=%EC%9D%BC%EB%B3%B8%EC%A7%80%EC%A7%84	
