target	date	time	rank	keyword	urls
02-1	2020-02-19	00:00:04	01	한정수	https://search.daum.net/search?w=tot&q=%ED%95%9C%EC%A0%95%EC%88%98	
02-1	2020-02-19	00:00:04	02	크론병	https://search.daum.net/search?w=tot&q=%ED%81%AC%EB%A1%A0%EB%B3%91	
02-1	2020-02-19	00:00:04	03	31번째 코로나 환자	https://search.daum.net/search?w=tot&q=31%EB%B2%88%EC%A7%B8%20%EC%BD%94%EB%A1%9C%EB%82%98%20%ED%99%98%EC%9E%90	
02-1	2020-02-19	00:00:04	04	영기	https://search.daum.net/search?w=tot&q=%EC%98%81%EA%B8%B0	
02-1	2020-02-19	00:00:04	05	강문영	https://search.daum.net/search?w=tot&q=%EA%B0%95%EB%AC%B8%EC%98%81	
02-1	2020-02-19	00:00:04	06	안혜경	https://search.daum.net/search?w=tot&q=%EC%95%88%ED%98%9C%EA%B2%BD	
02-1	2020-02-19	00:00:04	07	백지훈	https://search.daum.net/search?w=tot&q=%EB%B0%B1%EC%A7%80%ED%9B%88	
02-1	2020-02-19	00:00:04	08	대구 코로나	https://search.daum.net/search?w=tot&q=%EB%8C%80%EA%B5%AC%20%EC%BD%94%EB%A1%9C%EB%82%98	
02-1	2020-02-19	00:00:04	09	구본승	https://search.daum.net/search?w=tot&q=%EA%B5%AC%EB%B3%B8%EC%8A%B9	
02-1	2020-02-19	00:00:04	10	김부용	https://search.daum.net/search?w=tot&q=%EA%B9%80%EB%B6%80%EC%9A%A9	
02-2	2020-02-19	00:00:04	01	동산병원	https://search.daum.net/search?w=tot&q=%EB%8F%99%EC%82%B0%EB%B3%91%EC%9B%90	
02-2	2020-02-19	00:00:04	02	두산중공업	https://search.daum.net/search?w=tot&q=%EB%91%90%EC%82%B0%EC%A4%91%EA%B3%B5%EC%97%85	
02-2	2020-02-19	00:00:04	03	상인 롯데백화점	https://search.daum.net/search?w=tot&q=%EC%83%81%EC%9D%B8%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90	
02-2	2020-02-19	00:00:04	04	새로난 한방병원	https://search.daum.net/search?w=tot&q=%EC%83%88%EB%A1%9C%EB%82%9C%20%ED%95%9C%EB%B0%A9%EB%B3%91%EC%9B%90	
