target	date	time	rank	title	contents	urls
04	2020-02-02	00:01:38	01	무사증 제주입국 중국인, 귀국 후 신종코로나 확진..'방역비상'	(제주=연합뉴스) 고성식 기자 = 제주∼중국 직항 항공기로 제주에 무사증 입국한 50대 중국인 여성이 귀국 후 신종 코로나바이러스 감염증 확진 판정을 받았다. 제..	http://v.media.daum.net/v/20200201221719647
04	2020-02-02	00:01:38	02	우한시 서기 "양심의 가책"..中 환자·사망자 최고치 경신	[앵커] 갈수록 심각해지고 있는 중국 상황 알아보겠습니다. 안양봉 특파원! 신종 코로나 발원지죠. 우한시 당서기가 "양심의 가책을 느낀다"며, "자책 하고 있다"..	http://v.media.daum.net/v/20200201214355421
04	2020-02-02	00:01:38	03	미세먼지 때와 다릅니다..'신종 코로나' 마스크 사용법	미세먼지 마스크를 쓸 때와 신종 코로나 감염 방지를 위해 마스크를 쓸 때, 조금 다른 점이 있습니다. 마스크를 내리거나 벗을 때 마스크 겉 부분을 만질 수 있는데..	http://v.media.daum.net/v/20200201211813225
04	2020-02-02	00:01:38	04	'신종 코로나 사태' 속 도심 대규모 집회 논란	[앵커] 반면 대규모 도심 집회는 오늘(1일)도 예정대로 진행됐습니다. 마스크를 쓰면서까지 집회를 강행한 셈이죠. 집회를 통해 바이러스가 퍼질 수 있기 때문에 당..	http://v.media.daum.net/v/20200201215152469
04	2020-02-02	00:01:38	05	신종코로나 진원지 우한 다녀온 충남도민 14명 '연락불통'(종합)	(홍성=연합뉴스) 한종구 기자 = 신종 코로나바이러스 감염증(신종코로나) 진원지인 중국 후베이(湖北)성 우한(武漢)시에서 입국해 전수조사 대상자로 분류된 충남도민..	http://v.media.daum.net/v/20200201174207052
04	2020-02-02	00:01:38	06	'식당·교회·지하철' 신종코로나 확진자 동선 공개..방역 비상	(서울=연합뉴스) 김예나 기자 = 국내 신종 코로나바이러스 감염증 확진자들에 대한 역학조사가 진행되면서 이동 경로와 접촉자가 속속 확인돼 지역사회 내 감염을 막으..	http://v.media.daum.net/v/20200201155437917
04	2020-02-02	00:01:38	07	"그 많은 기부품 어디로 갔나" 중국 적십자사 여론 뭇매	(선양=연합뉴스) 차병섭 특파원 = 신종 코로나바이러스 감염증(신종코로나) 대처의 일선에 있는 중국 의료기관들이 방호물품 부족을 호소한 뒤 많은 기부가 이뤄지고 ..	http://v.media.daum.net/v/20200201180807307
04	2020-02-02	00:01:38	08	진서연 "남편과 이태원 클럽서 만나, 교제 3개월만 혼인신고 했다"[결정적장면]	[뉴스엔 박수인 기자] 배우 진서연이 남편과 만나게 된 계기를 밝혔다. 2월 1일 방송된 JTBC '아는 형님'에는 OCN 새 토일드라마 '본 대로 말하라' 출연..	http://v.media.daum.net/v/20200201213047331
04	2020-02-02	00:01:38	09	세계 각국 '중국인 출입금지'..정부 입장 표명 서둘러야	<앵커> 조동찬 의학전문기자하고 다시 얘기를 해보겠습니다. 이쯤 되면 미국, 일본 지금 다 손을 썼다는 말이죠. 우리는 어떻게 해야 합니까, 지금 상황에서? <기..	http://v.media.daum.net/v/20200201210606124
04	2020-02-02	00:01:38	10	영화관은 썰렁, 쇼핑몰은 텅.."'신종 코로나' 걱정돼요"	[앵커] 국내 확진 환자가 늘면서 주말 풍경도 달라졌습니다. 대형 쇼핑몰이나 마트, 영화관처럼 주말마다 어김없이  붐비던 곳들이 눈에 띄게 한산해졌고, 마스크 없..	http://v.media.daum.net/v/20200201214859452
04	2020-02-02	00:01:38	11	의사협회 "감염위기 '심각'으로 상향을..위험국가 입국 제한도"	(서울=뉴스1) 성재준 바이오전문기자 = 대한의사협회가 '신종 코로나바이러스 감염증' 확진 환자가 빠르게 증가함에 따라 감염위기 ‘경보’ 단계를 ‘심각’으로 상향..	http://v.media.daum.net/v/20200201222640703
04	2020-02-02	00:01:38	12	예약취소에 손님 40%  줄어..관광업계 '울상'	[뉴스데스크] ◀ 앵커 ▶ 이렇게 신종 코로나 바이러스 감염증으로 한산해진건 도심뿐이 아닙니다. 제주도는 그 고민이 더 깊어지고 있는데요. 중국인 관광객이 급감하..	http://v.media.daum.net/v/20200201204015912
04	2020-02-02	00:01:38	13	뇌사자 심장 옮기던 日헬기 불시착..이식 좌절·7명 부상	(도쿄=연합뉴스) 이세원 특파원 = 뇌사자로부터 적출한 이식용 심장을 운반하던 헬기가 불시착해 7명이 다치고 결국 이식이 좌절되는 사건이 일본에서 발생했다. 1일..	http://v.media.daum.net/v/20200201194724367
04	2020-02-02	00:01:38	14	북한 "신종 코로나 격리 환자에 긴급 조치 실시"..의심환자인듯	(서울=연합뉴스) 홍유담 기자 = 북한이 신종 코로나바이러스 감염증(신종코로나) 확산을 막기 위해 의심 환자에 대한 격리 조치를 시행하고 있는 것으로 보인다. 정..	http://v.media.daum.net/v/20200201185114811
04	2020-02-02	00:01:38	15	신종코로나 공포도 떨쳐버린 베트남의 박항서·한류 인기	(하노이=연합뉴스) 민영규 특파원 = 중국발 신종 코로나바이러스 감염증(신종코로나)가 전 세계로 확산하면서 베트남에서도 감염 우려가 커졌지만, 박항서 베트남 축구..	http://v.media.daum.net/v/20200201192106117
04	2020-02-02	00:01:38	16	6번 확진자 다녀 간 서울 명륜교회, 내일 예배 안 본다	6번 확진자 다녀간 서울 명륜교회, 2일 예배 안 본다 신종 코로나 바이러스 감염증 6번째 확진자가 다녀 간 서울 종로구 명륜교회가 2일 예배를 취소했다. 명륜교..	http://v.media.daum.net/v/20200201204545973
04	2020-02-02	00:01:38	17	'사랑의 불시착' 손예진, 오만석에게서 현빈 구출..김정현·서지혜 '썸'?(종합)	(서울=뉴스1) 정유진 기자 = '사랑의 불시착' 손예진이 오만석의 위협 속에서 현빈을 구했다. 1일 오후 방송된 tvN 토일 드라마 '사랑의 불시착'(극본 박지..	http://v.media.daum.net/v/20200201224314824
04	2020-02-02	00:01:38	18	西 언론 혹평, "이강인 거품 빠졌다. 이게 현실"	[스포탈코리아] 한재현 기자= 이강인(발렌시아)이 좀처럼 앞으로 나아가지 못하고 있다. 이제 스페인에서도 그를 향한 시선도 곱지 않다. 스페인 지역 매체 ‘데포르..	http://v.media.daum.net/v/20200201180239250
04	2020-02-02	00:01:38	19	독감에 놀란 미국..'신종 코로나'에 강력 대처	[뉴스데스크] ◀ 앵커 ▶ 이렇게 전세계가 신종 코로나 바이러스 공포에 휩싸인 가운데, 미국에선 독감까지 기승을 부리고 있습니다. 올 겨울 들어서만 독감으로 숨진..	http://v.media.daum.net/v/20200201203715879
04	2020-02-02	00:01:38	20	'무증상 감염자 전파' 사례..세계 학계 첫 공식보고	[앵커] 미국 외에도 각국이 중국을 차단하는데 총력을 기울이고 있습니다. 중국과 국경을 맞댄  러시아와 몽골, 카자흐스탄이 국경을 폐쇄하거나 수송망 운영을 이미 ..	http://v.media.daum.net/v/20200201213553375
04	2020-02-02	00:01:38	21	황교안 침묵 속 출마 지역구 놓고 끊이지 않는 설왕설래 [뉴스+]	“정작 본인께서는 어떻게 생각하시는지 아직 아무런 말씀을 안 하시기 때문에 저도 그 속내를 모르겠습니다. 본인께서 결정하실 내용이겠죠.” (자유한국당 심재철 원내..	http://v.media.daum.net/v/20200201210248099
04	2020-02-02	00:01:38	22	1번 확진자와 같은 날 입국한 12번..'무방비 11일'	[앵커] 12번째 환자는 첫 번째 환자와 같은 날에 한국에 들어왔습니다. 다른 환자들과 달리 격리되기 전까지 지역에서 활동한 기간이 11일로 꽤 긴편입니다. 그만..	http://v.media.daum.net/v/20200201201415650
04	2020-02-02	00:01:38	23	"이 기회에 돈 좀 벌자" 마스크 1만원 폭리 상인, 조롱도	[앵커] 이 사태 장기화 되면서 마스크는 필수품이 됐습니다. 도시 전체에 마스크가 동이 날 정도인데요. 면 마스크 1장을 만 원에 파는 폭리 상인도 나왔습니다. ..	http://v.media.daum.net/v/20200201210230094
04	2020-02-02	00:01:38	24	우한 공항 전세기 러시..공항 진입도 난관	[앵커] 한편 우한 공항은 여러 나라에서 파견한 자국민 철수용 전세기가 몰리면서 연일 북새통입니다. 우한시를 오가는 대중교통망이 통제되면서 교민들은 전세기 이용을..	http://v.media.daum.net/v/20200201214411422
04	2020-02-02	00:01:38	25	대학 기숙사도 '비상'..승무원 엄마는 '어쩌나'	<앵커> 대학교도 비상입니다. 몇몇 대학교에서는  최근 중국을 다녀온 학생들에게 기숙사 방을 따로 주는 조치를 취하고있는데 식당이나 매점과 같이, 다 같이 쓰는 ..	http://v.media.daum.net/v/20200201212706293
04	2020-02-02	00:01:38	26	중국에서만 사망자 발생?.."검역 더 강화해야"	[뉴스데스크] ◀ 앵커 ▶ 지금까지 신종 코로나 바이러스 감염으로 인한 사망자는 이백 쉰아홉 명. 모두 중국내에서 발생했습니다. 우리나라를 포함해 다른 나라는 안..	http://v.media.daum.net/v/20200201202515764
04	2020-02-02	00:01:38	27	"무증상 환자가 감염시켰다" 커지는 우려..한국은?	<앵커> 조동찬 기자하고 조금 더 이번 상황에 대해서 얘기를 나눠보도록 하겠습니다. 조동찬 기자 지금 이번 신종 코로나 바이러스 같은 경우에 열도 없고 기침도 안..	http://v.media.daum.net/v/20200201203607865
04	2020-02-02	00:01:38	28	은지원 맞아? 영어 기내 방송 완벽 성공 "발음 너무 좋아"	[뉴스엔 박소희 기자] 은지원이 완벽한 기내 방송을 선보였다. 2월 1일 방송된 채널A '비행기 타고 가요2'에서는 기내 방송을 맡은 은지원의 모습이 그려졌다. ..	http://v.media.daum.net/v/20200201204757987
04	2020-02-02	00:01:38	29	'신종코로나' 국내 확진자 12명·70명 검사중..동선 공개(종합)	(서울=연합뉴스) 김잔디 기자 = 1일 국내에서 신종 코로나바이러스 감염증으로 확진된 환자는 12명, 의심 증상으로 병원에 격리돼 검사를 진행 중인 사람은 70명..	http://v.media.daum.net/v/20200201163703358
04	2020-02-02	00:01:38	30	"독일 공군기, 중국 우한서 100여명 태우고 본국으로"	(브뤼셀=연합뉴스) 김정은 특파원 = 독일 공군기가 1일(현지시간) 신종 코로나바이러스 감염증의 발원지인 중국 후베이(湖北)성 우한(武漢)에서 자국민 등 100여..	http://v.media.daum.net/v/20200201224317826
04	2020-02-02	00:01:38	31	최수영, 연인 정경호 언급 "연애해 좋아, 서로 존경할 사람 만나야"	[뉴스엔 박수인 기자] 소녀시대 멤버 겸 배우 최수영이 남자친구인 배우 정경호를 언급했다. 2월 1일 방송된 JTBC '아는 형님'에는 OCN 새 토일드라마 '본..	http://v.media.daum.net/v/20200201214349419
04	2020-02-02	00:01:38	32	31년 한우물 판 '젊은 노포' "전통만큼 중요한 건 변화" ['창간 31' - 세계일보와 '동갑내기' 가게들]	요즘 레트로 열풍 속에 오래된 가게 ‘노포(老鋪)’에 대한 관심이 뜨겁다. 그런데 세월의 티끌이 얼마나 쌓여야 노포일까. 그 기준을 두고 이러쿵저러쿵 말들이 많다..	http://v.media.daum.net/v/20200201220352536
04	2020-02-02	00:01:38	33	'사랑의 불시착' 손예진, 현빈 목적 알았다..일단은 집으로 귀가	[엑스포츠뉴스 임수연 기자] '사랑의 불시착' 손예진이 현빈이 온 목적을 알게 됐다. 1일 방송된 tvN 토일드라마 '사랑의 불시착' 11화에서는 리정혁(현빈 분..	http://v.media.daum.net/v/20200201212655286
04	2020-02-02	00:01:38	34	"버스 회사 100% 취업" 솔깃 제안..시험장 앞 가보니	<앵커> 버스회사에 취직하려면 1년 이상 버스운전 경력이 있어야 취업이 가능한데 돈을 받고 경력을 만들어주는 브로커들이 활개를 치고 있습니다. 저희가 직접 브로커..	http://v.media.daum.net/v/20200201213607379
04	2020-02-02	00:01:38	35	'스토브리그' 남궁민, 박진우 위해 오정세에 고개 숙였다	[엑스포츠뉴스 나금주 기자] '스토브리그' 남궁민이 오정세에게 고개를 숙였다. 1일 방송된 SBS 금토드라마 '스토브리그' 13회에서는 백승수(남궁민 분)가 권경..	http://v.media.daum.net/v/20200201221346625
04	2020-02-02	00:01:38	36	"불편한 점보다는 감사하는 마음"..교민들 목소리	[앵커] 우리 교민들, 격리생활이 답답하진 않을까 걱정하셨을 텐데요. 어제(31일) 하루 먼저 도착한 한 교민은 불편한 점보다는 감사하는 마음이 크다고 전했습니다..	http://v.media.daum.net/v/20200201204016913
04	2020-02-02	00:01:38	37	발길 뚝 끊긴 도심..'신종 코로나' 달라진 주말	[뉴스데스크] ◀ 앵커 ▶ 신종 코로나 바이러스의 2차, 3차 감염 우려는 주말 도심 풍경도 바꿔놨습니다. 주말이었지만 식당도 카페도 한산했고, 대형 행사들은 줄..	http://v.media.daum.net/v/20200201204005909
04	2020-02-02	00:01:38	38	'사풀인풀' 설인아, 뺑소니 누명 진실 알았다..이태선, 나영희 의심 [종합]	[엑스포츠뉴스 이이진 기자] '사랑은 뷰티풀 인생은 원더풀' 설인아가 이태선에게 뺑소니 사고 누명을 씌운 사람이 나영희였다는 것을 눈치챘다. 1일 방송된 KBS ..	http://v.media.daum.net/v/20200201211025164
04	2020-02-02	00:01:38	39	중국 의료진 "1살 이하 유아는 마스크 부적합..부모가 조심해야"	(선양=연합뉴스) 차병섭 특파원 = 신종 코로나바이러스 감염증(신종코로나)으로 영유아 자녀를 둔 부모의 걱정이 큰 가운데, 1살이 되지 않은 영아에게는 마스크를 ..	http://v.media.daum.net/v/20200201200523543
04	2020-02-02	00:01:38	40	정부보다 낫네..20대 대학생이 만든 '코로나 맵' 각광	신종 코로나바이러스 감염증 확진자 동선을 한눈에 파악할 수 있는 온라인 지도 '코로나 맵'이 화제다. 지난달 30일 저녁 10시 이 모 씨는 코로나 바이러스 현황..	http://v.media.daum.net/v/20200201200648565
04	2020-02-02	00:01:38	41	확진·사망자 급격히 증가..드론으로 "집에 가세요"	[뉴스데스크] ◀ 앵커 ▶ 그럼 이번엔 발병지 중국으로 가보겠습니다. 중국에서는 확진자가 급격하게 늘면서 이제 만2천 명에 육박하고 있습니다. 베이징에 있는 김희..	http://v.media.daum.net/v/20200201203415853
04	2020-02-02	00:01:38	42	박춘란 원장 "우한 교민과 같은 도시락 먹으며 불편 동참"	(진천=연합뉴스) 박종국 이승민 기자 = 박춘란 국가공무원인재개발원 원장은 1일 "(원내에서) 임시생활하는 우한 교민들이 편안하게 잘 지내고 있다"며 "도시락으로..	http://v.media.daum.net/v/20200201173901015
04	2020-02-02	00:01:38	43	'사랑의 불시착' 현빈, '♥손예진' 집에서 뜨거운 포옹 "조용하고 따뜻해" [Oh!쎈 리뷰]	[OSEN=이승훈 기자] '사랑의 불시착' 현빈과 손예진이 남한에서 극적 재회한 가운데, 따뜻한 포옹을 나눴다.  1일 오후 방송된 tvN '사랑의 불시착'에서는..	http://v.media.daum.net/v/20200201214012401
04	2020-02-02	00:01:38	44	북한 김정은, 시진핑에 위문서한..'신종코로나' 지원금도 전달(종합)	(서울=연합뉴스) 정빛나 기자 = 김정은 북한 국무위원장이 시진핑 중국 국가주석에게 신종 코로나바이러스 감염증 발생 상황에 대한 위문서한을 보냈다고 조선중앙통신이..	http://v.media.daum.net/v/20200201183326634
04	2020-02-02	00:01:38	45	박명수, 라면 먹는 정준하에 울분 "댓글 안 보냐?"..유재석 '폭소'(놀면 뭐하니)	매경닷컴 MK스포츠 김노을 기자 ‘놀면 뭐하니?’ 박명수가 정준하의 예능감과 잔소리에 울분을 토했다. 1일 오후 방송된 MBC 예능 프로그램 ‘놀면 뭐하니?’에서..	http://v.media.daum.net/v/20200201193004210
04	2020-02-02	00:01:38	46	오랜 앙숙 터키 위협에..미국과 군사협력 강화하는 그리스	(로마=연합뉴스) 전성훈 특파원 = 오랜 앙숙인 터키와 군사·외교적으로 대립하는 그리스가 미국과의 군사 협력을 강화하는 등 밀착하는 모양새다. AP 통신에 따르면..	http://v.media.daum.net/v/20200201211044168
04	2020-02-02	00:01:38	47	신종코로나 8번 확진자 검진의사, 의심 증상 있었으나 '음성'	(전주=연합뉴스) 최영수 기자 = 국내 8번째 신종 코로나바이러스 감염증(신종코로나) 확진자인 전북 군산의 A(62·여)씨를 확진 하루 전 검진했던 의사가 신종코..	http://v.media.daum.net/v/20200201230050942
04	2020-02-02	00:01:38	48	'사랑의 불시착' 손예진, 현빈 수트핏에 '심쿵' 폭풍 쇼핑	[스포츠조선 조윤선 기자] '사랑의 불시착' 손예진이 현빈을 '남한 사람'으로 변신시켰다. 1일 방송된 tvN 토일드라마 '사랑의 불시착'에서는 서울에서 재회한 ..	http://v.media.daum.net/v/20200201220106507
04	2020-02-02	00:01:38	49	日 코로나바이러스 감염 3명 추가 확인..총 20명	일본에서 신종 코로나바이러스 감염자 3명이 추가로 확인됐습니다. 일본 후생노동성은 오늘(1일) 오후, 중국 후베이성 우한시에서 전세기로 귀국한 일본인 가운데 30..	http://v.media.daum.net/v/20200201204346945
04	2020-02-02	00:01:38	50	신종 코로나 확진 中관광객, 잠복기 4박5일간 제주 여행	(제주=뉴스1) 홍수영 기자 = 신종 코로나바이러스 감염증 확진 판정을 받은 중국인이 4박5일간 제주에서 여행을 한 것으로 확인됐다. 1일 제주도 등에 따르면 중..	http://v.media.daum.net/v/20200201224813873
04	2020-02-02	00:01:38	51	이란 여성들 '탈 히잡' 움직임 가속화 	@@@	http://v.media.daum.net/v/20200201220136516
04	2020-02-02	00:01:38	52	 '루보 사태' 김영모가 돌아왔다	@@@	http://v.media.daum.net/v/20200201211205181
04	2020-02-02	18:01:04	01	中 연구팀 '신종코로나' 환자 폐 CT 사진 공개	[서울신문 나우뉴스]신종 코로나바이러스 감염증(신종코로나) 환자의 폐 CT 사진이 외신에 소개돼 관심이 쏠리고 있다. 미국 비즈니스인사이더 등 1일자 보도에 따르..	http://v.media.daum.net/v/20200202113607019
04	2020-02-02	18:01:04	02	계란 던지던 아산·진천 주민, 우한 교민 포용..각계 온정 쏟아져	[서울신문]달걀을 던지고 유리창을 깨던 중국 우한 체류 국민 격리시설 주변 주민들이 전격적으로 이들을 포용하고 무사 귀가를 응원하고 나섰다. 지난달 31일부터 이..	http://v.media.daum.net/v/20200202154105382
04	2020-02-02	18:01:04	03	8번환자 '목욕탕·마트', 12번환자 '서울역·영화관'..210명 접촉	[세종=뉴시스] 임재희 기자 = 국내 신종 코로나바이러스 감염증 8번째 환자와 12번째 환자 등이 의료기관, 음식점, 대중목욕탕, KTX, 극장 등을 증상 발현 ..	http://v.media.daum.net/v/20200202122207927
04	2020-02-02	18:01:04	04	"대학생이 만든 코로나맵, 왜 정부는 못 만드나요?"	한 20대 대학생이 신종 코로나 바이러스 감염증 국내 확진자들의 이동 경로 등을 담아 만든 '코로나 바이러스 현황 지도'(코로나맵)가 인기를 모으고 있다. 이씨는..	http://v.media.daum.net/v/20200202161059005
04	2020-02-02	18:01:04	05	'무사 이륙' 후 울어버린 우한영사..드라마 같은 막힌길 뚫기	(상하이=연합뉴스) 차대운 특파원 = "마지막 전세기 333명 무사 탑승 후 본부에 이륙 전문을 보내고 집으로 돌아오는 차 안에서 펑펑 울었습니다. 다들 너무 감..	http://v.media.daum.net/v/20200202141435695
04	2020-02-02	18:01:04	06	중국 신종코로나 확산세 더 강해져..사흘째 40명 넘게 사망(종합)	(베이징=연합뉴스) 심재훈 김윤구 특파원 = 중국이 신종 코로나바이러스 감염증(신종코로나)과 전쟁에 돌입한 가운데 사흘째 매일 40명 넘게 숨지면서 연일 맹위를 ..	http://v.media.daum.net/v/20200202165644797
04	2020-02-02	18:01:04	07	'신종코로나 잡자' 우한 응급병원 벼락치기 완공..3일부터 진료	(베이징=연합뉴스) 심재훈 특파원 = 중국의 신종 코로나바이러스 감염증(신종코로나) 발병지인 후베이(湖北)성 우한(武漢)에 급조된 대형 응급 전문병원이 오는 3일..	http://v.media.daum.net/v/20200202110439381
04	2020-02-02	18:01:04	08	'신종코로나' 환자들 '근육통'도 호소..질본 "사례정의 개정중"	[세종=뉴시스] 임재희 기자 = 국내 신종 코로나바이러스 감염증 4번째와 8번째 환자에 이어 12번째 환자도 처음 근육통을 호소했던 것으로 확인됐다. 정부는 전문..	http://v.media.daum.net/v/20200202143646987
04	2020-02-02	18:01:04	09	[단독] 우한교민 호송지원 경찰관 1명 발열증세..자가격리 조치	(서울=뉴스1) 류석우 기자 = 신종 코로나 바이러스 감염증(신종 코로나)이 발생한 중국 우한 교민들이 전세기를 통해 국내로 입국한 가운데 교민들을 임시생활시설로..	http://v.media.daum.net/v/20200202154506481
04	2020-02-02	18:01:04	10	부천서 12·14번 부부 입원격리..딸 어떡하나	국내 12·14번째 신종 코로나바이러스 감염증 확진자가 경기도 부천에 거주 중인 부부였던 것으로 파악된 가운데 이들 가족 중 유일하게 확진 판정을 받지 않고 자가..	http://v.media.daum.net/v/20200202144502113
04	2020-02-02	18:01:04	11	'우한 교민' 확진환자 1명 발생.."1인실 안에서만 생활"(종합)	(서울=연합뉴스) 강애란 김예나 기자 = 국내로 귀국한 '우한 교민' 1명이 신종 코로나바이러스에 감염된 것으로 확인된 가운데 함께 비행기를 탔던 교민들 가운데 ..	http://v.media.daum.net/v/20200202142542840
